202730_s_at	202731_at	202833_s_at	205034_at	218883_s_at	221521_s_at	Characteristics..Relapse..Metastasis.
-0.723472225176755	-0.536839147002407	-0.0871752953394042	1.62310262515355	1.85030848093919	0.685050042430814	0
-0.470186695071592	-0.344201930958998	0.411633352516227	-0.265463176681422	0.555185771224574	-1.71662804869236	0
0.375758835402966	0.320459673118139	0.319827710705196	1.494969551966	0.825083388992706	1.24514097702609	1
-0.562671913695915	-0.446677452110102	-0.197762850220874	-1.07960628953306	-1.75049306243972	-1.83270609637037	0
0.318940188126375	0.540289666760931	0.867791824021136	-0.476578238294942	-0.93920893467819	-0.364735387739895	1
0.223712820162785	-0.0719791809040968	0.171098134206033	0.444276463155228	0.366174457052063	0.459452316854791	0
-0.869413830969028	-0.913406864205889	0.0163883644894945	-0.959135719392541	-0.335672523318885	-0.910801663568232	0
0.842373115852528	0.902432769294528	1.17618300149902	-1.34907583286032	-1.46117828839309	-1.63758425629345	0
0.134163147369464	0.247430224926493	1.02783751199517	-1.89249658274304	-1.07516700653835	-1.94461867997488	0
0.122198291937994	0.235578397002317	2.60325793759388	-1.25431954325435	-0.735818234077737	-0.701091562335307	0
-1.44439668228174	-1.37739646528242	0.594219814155399	-0.56968508696566	-0.452278950796452	-0.336939018035923	1
-0.202265131385321	-0.0205985302963605	-0.490392301001614	-0.837443807490801	-1.23301079887064	-1.62043477813728	0
-0.604990259791564	-0.652613784392947	-0.353153474611135	-0.187745863759682	0.777023292485871	1.00175322859915	1
-0.991080628488792	-0.908730950713017	-0.622035021170031	1.02418007647231	0.631388448986651	0.957039169434853	0
-1.04279644723111	-0.951281533648239	1.3904362854109	-1.39826238189481	-1.99833500858546	-1.86122476196886	0
-1.38400818416684	-1.57436941694048	0.0378783563748244	-2.09632687587485	-1.42527587053992	0.383431395290094	0
-0.812877294171208	-0.950041110258928	-0.453104592700688	-1.24219032897234	-0.716925172966504	-1.50106263799756	1
-1.4573852971236	-1.34970874419354	-0.0671656018738045	0.231187738437881	0.475160616753423	-0.500513551007203	0
-0.684196768836422	-0.51775164366832	2.71488742432439	0.712687562752568	0.0169096521151612	1.78843829162894	0
-0.106680246053978	-0.0795803176831873	-0.603538665865695	-0.109960873394989	0.838843735476705	0.071083143622972	1
-0.477025656332154	-0.461482085310622	-0.0658015325448214	1.19185487612637	0.888067854945618	1.64550160859738	1
-0.32785131285231	-0.606660656509037	-0.607178347392727	-1.09590632297388	-1.46205652757736	-1.60837599528034	0
0.116537452425261	0.0918547757830857	-0.757979397686898	-0.10983968355528	-1.64229494438479	0.462416519180926	1
-0.337715421070781	-0.252895583476433	-0.754294876510644	1.11273915836591	0.424309143812243	0.836316691830531	1
-1.05789201926506	-1.03675199171982	0.41809203199044	-0.208168712591625	-0.488203205948256	-0.0722651807439498	0
-1.16819899074493	-1.11583645291068	-0.486078254750088	0.0751455895018357	-0.0726517557255677	-0.761400865081137	1
0.0936989236028558	0.0801684397996707	-0.688230143330326	0.574343852096054	0.765490350462746	0.170971568408103	0
-1.13845940087104	-1.27186777105757	-0.546690840582166	-0.00743112121341693	-0.319050541265799	-0.344212951258689	1
-1.27450584854938	-1.21650841837405	-1.06694582066467	-0.999465966764159	-0.297365154272453	0.57071281441871	0
-1.46201882866646	-1.25831045674389	0.0711700259364756	-0.191449236393896	0.105800749832538	2.22307287326323	1
-0.712986231909165	-0.763753115109413	0.575077413905027	-0.0199443656368413	-0.237902190086544	-0.775880445230381	1
-0.833235379916102	-0.824821939749162	0.697609425345867	0.234798251324785	0.0830557791314638	-0.96332825209502	1
-1.32755503851683	-1.23757876033169	-0.794386242878753	1.27296078287788	1.03250734370646	0.555006966272769	1
0.51456961091733	0.605088955565319	0.905518488888137	-1.13010467923504	-1.38685836555254	-1.96751286302853	1
-1.16191626618308	-1.39016232971274	0.612768679048956	1.17462703215947	0.978828415315795	1.87592265496042	0
-0.319977946502914	-0.43420349707529	-1.03053425550974	-1.31941186527709	-1.00072080714482	-0.0533960420559388	1
-0.684171041780182	-0.865940557696971	-1.43327513489665	1.55892158776966	1.06258869730147	0.905990834955849	1
0.777485931455062	0.550771589175479	-0.404763320870999	-0.632034111707722	-0.674478211656895	-1.50354883624969	0
-0.947330438642391	-1.18486957719952	0.52109460620867	-0.671303554508383	0.0107031120636931	-1.51856316542337	0
-1.07371593313257	-1.72987514494217	0.0205496019364311	-1.33762339300786	-1.07528948530026	-1.14494575574712	1
0.239149941046822	0.135966805826037	-0.161691122407419	-0.0967850195882216	0.811805361974233	0.112131863700669	0
-0.29651753263139	-0.421531871111236	-0.435943986946879	0.41677187817044	-0.417397189292578	-0.268562314540053	1
-0.0847936183124633	-0.117641165558892	0.427787426144065	0.244853073285549	0.310290910946928	0.51215394912699	1
-0.188765523978136	-0.171367051493793	-0.274285841586986	-1.04462256015482	-0.559580790159538	-0.618857549587341	0
-1.27229598313232	-1.25554076523533	-1.34441121007278	-0.00263074444573621	-0.0750718980831001	0.0750793346239762	1
-0.537176400961798	-0.446171782291112	0.261704905395744	0.317158551611987	-0.229797703949275	-0.955341640765939	0
0.130875407009931	-0.0466282673120663	0.140348164760844	-0.562440452781517	-0.925463779358459	-0.169312510892026	1
0.0177996719946798	-0.223647181446217	-0.00675302447707605	-0.199797170287594	-0.795754972699273	0.264292005625039	1
