Metric,Genes,AUC,Recall,Precision,F1-score,Train Accuracy,CV Accuracy,Test Accuracy
Highest AUC,201506_at + 221672_s_at,0.6015625,0.5,0.38461538461538464,0.43478260869565216,0.7744565217391305,0.7818181818181819,0.7692307692307693
Highest Recall,221619_s_at + 35148_at,0.5015625,0.5416666666666666,0.892156862745098,0.5164835164835164,0.7771739130434783,0.7818181818181819,0.7884615384615384
Highest Precision,221619_s_at + 35148_at,0.5015625,0.5416666666666666,0.892156862745098,0.5164835164835164,0.7771739130434783,0.7818181818181819,0.7884615384615384
Highest F1-score,221619_s_at + 35148_at,0.5015625,0.5416666666666666,0.892156862745098,0.5164835164835164,0.7771739130434783,0.7818181818181819,0.7884615384615384
Highest Train Accuracy,221619_s_at,0.5130208333333333,0.5208333333333334,0.8883495145631068,0.47715846994535516,0.7771739130434783,0.7818181818181819,0.7788461538461539
Highest CV Accuracy,201506_at,0.5645833333333333,0.5,0.38461538461538464,0.43478260869565216,0.7744565217391305,0.7818181818181819,0.7692307692307693
Highest Test Accuracy,221619_s_at + 35148_at,0.5015625,0.5416666666666666,0.892156862745098,0.5164835164835164,0.7771739130434783,0.7818181818181819,0.7884615384615384
