202192_s_at	203592_s_at	207574_s_at	208316_s_at	209304_x_at	212356_at	218686_s_at	219173_at	37796_at	bone.relapses..1.yes..0.no..ch1
-0.336586795812188	-0.255505796133097	0.550705347422768	-0.102558456491431	0.356276444056058	-1.01128237305293	0.780859948842784	-0.192743687483328	-1.35918830507591	0
-1.20898259847291	-0.688481898238007	-2.15810733954655	0.321844078101968	-2.1557402400535	-0.252014768323221	-0.978073933606177	0.534284137488603	-1.24399419731211	0
-0.34361306276548	-0.115302109764433	-0.542080359547178	1.31670858993253	0.240397720976816	-0.332253660863282	0.625739089569842	0.453608145013548	1.17748749151663	0
-0.403173660375221	0.496536318658134	-1.77284083817092	0.610765011364623	-1.35044550607476	-1.2617839215078	-0.833274483696926	0.989584511831215	0.516883166597861	0
2.11207865295314	0.310268938341126	0.242548942506943	0.112023084955952	0.279258926748841	0.389400487140475	0.800523014460732	0.789495044346224	-0.363709817714397	0
-1.24260708151258	-0.584425254437601	-1.85841613481948	1.10980490513422	-1.70759682728225	1.8182602333031	0.11413417990196	0.210036476857425	0.357981330837793	0
0.705986219856148	1.49370701118979	-0.344071449872333	0.642716813719227	0.247739295678429	0.877191794651709	0.263819802130772	0.49215937447455	0.915541273329951	1
-0.980988512107566	-1.81886372390084	-1.1120429161538	0.979274412626369	-1.02536411196069	-0.941952947362043	-0.926056347567042	1.30100912185065	-0.392435420938556	0
0.329396005251992	-1.76355202900093	-0.752230523976903	-0.320001870498444	-1.21937750848751	1.09643193526036	-0.464630412704644	0.106094634306413	-0.569502660238608	0
0.412301389083472	-0.598586671722077	-0.846051256682553	1.40835434183902	-0.933538294315247	-1.10474486177381	-0.668509730706663	-0.474244689243606	0.2362135199079	0
-0.180510632770541	-1.62483866796546	-1.34455764858053	0.193634959219965	-1.69332593978254	-1.11246059400967	-0.825247560407005	-0.473638577545561	0.0535364387419936	0
-0.316866444615097	2.54944283204964	-0.0187006636555975	0.0639463977435797	-0.296267892846903	1.66806320391446	2.63249761715057	-0.238290456125919	0.752830494449211	1
1.14749377580332	0.0469504076499177	0.0232814206925271	-1.03234828258959	-0.440907405061807	-0.0618576842256539	0.689876397877905	-0.200758883323608	-1.75086687230497	0
0.482581181931459	0.631966306693883	-0.591921152162244	1.5179786127672	-0.309002000483021	0.308872328433961	0.565153071452796	0.79108608755359	0.169804321813962	0
-0.957232766323978	0.353408534146868	-1.10774895334733	0.305164835363402	-0.888912783713574	1.23597039192379	1.12637529797396	1.79512905635392	0.487320525928762	1
0.979953553317576	-2.08036259397316	-1.46989740970309	1.19417817459197	-2.03906828090095	0.170874656861239	0.166169396459769	2.27219894251794	1.8623532199532	0
1.32972865651104	0.817571689820475	-0.0295675718547556	0.721830612782887	0.12096691988952	-0.488295047492561	-2.76534005957202	-0.0957784431233421	0.894184136098391	0
-1.11358861017855	0.23270548863364	-0.467309181345864	2.93705856340639	0.0342906951282822	-2.61249162390265	1.85891075585181	1.71495500012881	3.44688201307645	0
0.235628731889954	0.0902197415985063	-0.04331139232305	0.0672482918710942	-0.105201064657335	0.685358147466927	0.230749986380333	1.30080392778621	0.67971654187205	0
0.0922580686354949	-0.0430878634850469	0.883219894958608	0.257254455515268	0.983091221087229	0.255042256213058	-0.466202047512586	-0.273975282348256	1.88067081211955	1
0.497158830833738	-0.849244090319154	-0.366254783812701	-0.314624599054684	-0.636969227921767	0.481564229807884	1.12923396064546	0.910212290873306	1.37179009275118	0
-0.180350815163155	-0.876891621221492	0.485341215688801	0.528976435526105	0.26180037131652	-0.300213005384975	-0.313504125235219	-0.215201388628561	1.10640272062418	0
0.485748995220719	0.0101646542245724	-0.712333344800014	0.434461881586473	-1.13617422217249	-0.664396157256854	-0.267984644652001	-0.553446441286438	1.03848854611408	0
0.137523552041727	-0.196494900852555	-0.710124287164782	0.506770937663311	-1.18273957226664	-0.532898119342652	1.98832631889102	0.0719503419832715	-0.607765417380898	0
-0.723927598398897	-0.0882999429572745	-0.827419824844316	0.590960576073044	-1.03001310110491	0.955154929902614	-0.97299634422667	0.919828000416231	0.00831950686773283	0
-0.301757972945428	-1.57248101077958	-0.30774900543463	-0.796143319054252	-0.4642922253573	-0.251400815643401	-0.570393375613434	0.715401046092115	-1.09982083861355	0
-0.591284692040221	0.87998904300548	-0.918437851351262	0.596964964869458	-1.19844785506391	0.943002799215905	1.80780240084741	0.735942550358635	0.147221220647889	0
0.896277620307626	-0.193979976852776	2.22358416665342	0.187259843590767	2.0159232380781	-1.67014510106681	1.67562136502115	1.3019119757342	-1.29876942041371	0
